,id,area_ha,lluvia_mm,temp_media_c,fertilizante_kg_ha,ph_suelo,materia_organica_pct,altitud_m,mano_obra_horas,riego,tipo_suelo,variedad_semilla,uso_pesticidas,historial_plagas,rendimiento_kg_ha,plaga_severa
1620,1621,0.3849800215395744,596.837207915836,27.25693899304422,181.72954371651835,7.51803832466914,4.789349943342192,71.97964023129686,147.62025372656274,No,Arcilloso,V4,Bajo,Nunca,7307.884037480563,0
1621,1622,2.717628496321904,919.3428006766006,14.0939957194969,156.8013494071455,6.446531357683728,4.034608372349517,256.5966027612571,151.38425243310647,Si,Franco,V1,Bajo,Nunca,8381.68938252292,1
1622,1623,3.47187479870644,720.5138878027228,22.44811983272872,114.52312993567745,6.158792915486713,7.607436869460241,181.104945685618,108.45386868718026,No,Calizo,V2,Alto,Nunca,7622.476072621864,0
1623,1624,2.2183212709904843,981.293107825476,18.29041374652596,111.89802347723004,6.686210676820314,2.1781662618283377,539.6890852258919,169.27697264292664,No,Franco,V2,Alto,Nunca,8334.542458770613,0
1624,1625,8.508267909193076,388.6818811722396,14.619174079604528,79.23102117410458,7.763313133969353,4.677681763600004,767.1197501953003,199.63428750067615,Si,Arenoso,V1,Bajo,Nunca,6425.616473233571,0
1625,1626,3.053274969901557,528.7294799103557,24.635293439231205,177.78344778786263,7.168384970768943,2.5590077687646025,131.5379688872087,50.9234527219694,Si,Arcilloso,V2,Bajo,Ocasional,7406.457895166123,0
1626,1627,4.298439075836601,746.3422227845543,15.355362976207015,186.0166936015717,4.484546517241972,1.5675495160443076,988.3150538188274,29.28950938928901,Si,Calizo,V1,Alto,Frecuente,7295.201189581586,1
1627,1628,1.0292446920237153,827.2360338736886,14.841216963002282,267.094096083062,7.131702884922106,5.265144174560827,403.2128243162929,118.79719515427776,No,Franco,V1,Bajo,Nunca,7614.1278745874,0
1628,1629,6.464215267435272,,19.336561066659797,138.50568935155678,5.693652074131688,0.9086324402683033,504.37146316047074,84.13422692170907,Si,Arenoso,V3,Medio,Frecuente,6457.219868648483,0
1629,1630,1.921297162225172,452.2825814321144,15.523072961331891,119.03632652819046,6.52983663977279,2.3575707601075964,307.0664928288521,103.00605112412688,No,Calizo,V2,Medio,Nunca,6335.113833283078,0
1630,1631,2.958713412193075,565.4729164022555,20.20902535125818,131.30751896872093,5.208482862384772,1.1622628349853592,66.22419068572782,72.04427464132468,Si,Arenoso,V2,,Ocasional,6877.976526196603,1
1631,1632,3.10212238768828,691.2027434429926,14.649386640779849,203.8164279203192,5.620194537402397,2.867955717871644,225.82979347827208,182.06687996804885,Si,Arcilloso,V1,,Nunca,7296.374004940811,0
1632,1633,1.2602775136251243,531.9521462441642,14.96904631453465,33.3295606060385,6.137544185787196,,183.05933699594163,101.2092130305124,Si,Calizo,V4,Medio,Nunca,7218.87427918212,0
1633,1634,0.4249535611600596,672.9292631729506,16.849551907910282,308.4433741575027,6.105978715056695,2.98813489718976,490.81064726702175,108.56639597918156,No,Arenoso,V2,,Ocasional,7352.141161499901,0
1634,1635,2.8409654881810997,789.2946208900003,18.934193427737185,135.58322230447507,5.518782219849413,5.086702352860433,521.3555637369278,123.69623589222276,Si,Franco,V2,Medio,Ocasional,7826.166712266116,1
1635,1636,2.3148341898899467,616.1363472551027,23.173566345468863,400.6165626409025,6.713595065455567,6.34803545561034,208.61390727563972,118.29278717159744,Si,Arenoso,V4,Alto,Nunca,8279.241240034331,0
1636,1637,1.1141140029178194,676.7799267747101,16.693247146202484,71.45225156433668,6.1647313318998265,3.8362942380593754,0.0,159.1087186254464,Si,Franco,V2,Alto,Nunca,7476.423713127433,0
1637,1638,5.653730640521143,551.4715741914199,18.15866601910816,175.62548017070873,7.28899808695146,4.709241375646183,720.0977178929452,92.18913242954476,Si,Franco,V2,Bajo,Nunca,6921.684001518068,0
1638,1639,11.88074578279446,523.0965023743748,22.45093127707168,392.8554954651616,7.625945082338692,3.501203798212626,632.43392379843,86.10786252553532,No,Arenoso,V3,,Ocasional,7197.787391230608,0
1639,1640,1.504465101218676,582.8347005292004,25.198685347445807,83.60070996593149,5.377180940501349,2.281298355304588,257.07449785927395,111.6278639087937,Si,Calizo,V2,Medio,Nunca,6989.351833172343,0
1640,1641,6.095252768786119,402.18092812868383,23.76620477369472,105.48662878017262,6.298805557379587,1.86923064140359,426.12716466643457,127.61247076561578,Si,Franco,V3,Alto,Ocasional,6930.069575418324,1
1641,1642,5.760456599703998,635.4919465067851,11.723620702872363,479.0456857287619,5.719743782920463,1.2729629466958037,219.254398131426,119.550195687568,Si,Arenoso,V3,Medio,Nunca,6891.979630661018,0
1642,1643,1.0685675253544993,757.6492017247726,16.79299469463841,84.3366797348667,5.699905382473812,1.9721103440508887,319.25109655977974,151.14479958361073,Si,Franco,V2,Alto,Frecuente,7496.570867618251,0
1643,1644,5.423385997270753,385.5693266403357,24.640366195977663,46.13619107471725,6.643207562716671,2.079117629706732,468.4314756526777,128.6891026001873,No,Franco,V4,Alto,Nunca,6545.613650986719,0
1644,1645,3.4638759221181505,418.80557009238896,22.01698997376764,97.511468145691,5.6691416708279565,4.536055020615919,0.0,152.15870494350858,No,Franco,V2,Bajo,Nunca,6665.856980619415,0
1645,1646,1.943680823660095,568.6278974291085,17.98934251846229,152.87925394273805,5.14803627498733,2.8680385118444303,568.6215251939908,98.3089310653358,Si,Calizo,V1,Alto,Nunca,7156.84910841517,1
1646,1647,1.4604993801599708,749.7080685799134,20.378883082351276,66.24813679788808,6.304900223641647,0.4765308337171872,98.85867918976383,168.62410314770565,Si,Arenoso,V2,Bajo,Nunca,7568.6745780494175,1
1647,1648,1.2180612135731317,670.8754372815326,14.573364626454236,179.59545594468236,7.467598581404215,1.373827513021675,625.8681439019336,89.79730215945257,Si,Arcilloso,V1,Bajo,Frecuente,7098.539367830498,1
1648,1649,5.458360069082652,952.1237459757158,17.651408869260198,35.817332060984974,6.766102316971029,3.57099869711152,462.0636409552257,175.23087505395813,No,Arenoso,V1,,Frecuente,7537.510010757334,1
1649,1650,1.0063682048497091,877.8389001018209,21.13036260123552,128.89845501867467,7.399268511598978,2.058942993152145,413.1427737796422,137.20332820462792,No,Arcilloso,V2,Bajo,Nunca,7794.912267081551,1
1650,1651,6.28828414119841,580.8753919735096,15.406809000276835,46.38621374945171,7.712814187689282,1.2154723747152365,469.60184717592927,140.40849307145476,No,Franco,V2,Alto,Frecuente,6643.5742508334415,0
1651,1652,2.0121076192170104,592.3757631001052,24.417027882285268,607.6871994011333,7.232119153768503,7.768338459900623,345.9697269116674,83.42668113236272,Si,Arcilloso,V3,Bajo,Nunca,8073.146079371909,0
1652,1653,3.941184650400873,405.167332709558,14.682204564972658,58.33561752131514,6.713498702228581,4.036772930844513,517.0199456997905,123.63639143810312,Si,Franco,V1,Medio,Nunca,6304.400271391129,0
1653,1654,0.9417503834743224,648.4604000609049,19.757236368437557,184.0704924046921,7.9427036848591825,7.536525487902827,711.8789595804612,46.44999029673238,No,Calizo,V4,Medio,Frecuente,7349.070310294491,0
1654,1655,4.073032225695282,630.3797512094468,9.56603770293998,189.50867104848044,6.320513393241667,0.5052525758353806,265.59360856047044,63.90836561663781,No,Arcilloso,V3,,Ocasional,6772.6582806821,1
1655,1656,1.2623844780958788,742.8883515124279,21.392304805594247,321.6994818822803,6.859828259937973,2.85317269282678,464.00348340604046,119.23743312118444,No,Franco,V1,,Ocasional,7693.002138067907,1
1656,1657,7.044478389641998,430.8755667999093,19.082102249029177,91.45652029449818,5.722691175291288,4.155419574372317,732.0586579651456,119.74465426525136,No, Franco,V1,Bajo,Nunca,6791.834523127607,0
1657,1658,7.2578053615032605,756.914276150595,21.654652903401995,135.72576691739067,6.94023147036867,1.969425723123144,572.2386476884975,74.40459166396249,No,Franco,V3,Bajo,Nunca,7547.360035585824,1
1658,1659,4.677938316256034,565.9626197093205,20.97039747159813,204.04586112480413,7.400083605347282,0.5391033141527032,176.77331119295133,46.658469102605736,No,Arcilloso,V4,Medio,Nunca,7135.218742939041,0
1659,1660,5.809625114293216,672.2367206288858,23.480432641058577,92.8472427455478,6.770923432478123,1.886504849429275,727.2926205940385,77.48522372472655,Si,Arcilloso,V2,Medio,Nunca,7565.913286027116,1
1660,1661,5.032173165230093,631.6270008824085,19.646090514150007,247.79144280267408,6.939471519472124,0.8454647831814083,776.0352619097996,144.92017425246823,No,Arcilloso,V4,Bajo,Nunca,7408.663786076231,0
1661,1662,3.112918739019368,783.179991714313,17.52988668077231,126.45719923433474,8.40617070801595,2.619737829637001,383.571739867394,67.929637181687,Si,Arenoso,V4,Bajo,Ocasional,7671.250447075043,1
1662,1663,2.994186547787213,946.0201842431072,26.776887284893384,50.36922562636838,7.346404089518241,1.871394781501242,144.64549680105438,77.37706638193697,No,Franco,V2,Bajo,Ocasional,7590.894696931394,1
1663,1664,2.252536953761688,764.2018954278666,19.423562611884364,48.98288064848212,7.219450338633065,10.002269923377971,229.76625607116415,165.7010111276204,Si,Arenoso,V3,Bajo,Nunca,7734.399288662443,0
1664,1665,2.6505162439296512,659.2066796433695,13.907512980085242,131.21688232090722,5.38885922173665,0.9800914107666118,577.8353391824711,167.87045698362095,No,Calizo,V1,Medio,Nunca,7005.91376859206,1
1665,1666,5.33608243085702,641.8562796961601,9.192802904212265,234.6205533424008,6.827011286977172,1.1598784129633617,391.44419374730296,127.85383043289627,No,Arcilloso,V3,Bajo,Frecuente,6975.484881481377,1
1666,1667,4.255932972013691,353.9133040052855,16.131016039315043,47.34414921796338,6.870109038955654,0.644115655941151,445.5333969536169,124.0542956726905,No,Arcilloso,V1,Medio,Nunca,5873.33210153367,1
1667,1668,1.8594805259316611,611.1098382422929,15.113722859867645,36.9261413881378,6.6756949789212925,0.2076746119698298,700.186857954291,85.87597449500771,Si,Arenoso,V3,,Nunca,6774.208751250934,0
1668,1669,3.4171836397729445,436.9047260617271,15.278800183187233,101.20686605039396,6.641167287364657,1.4130765754763546,536.6801314711055,164.04250668044568,No,Arcilloso,V3,,Nunca,6454.1141931972725,0
1669,1670,2.221594925691508,576.5240857098772,8.581836485358021,203.0264460467435,7.57073186917238,0.7060523315397379,564.0213090585678,117.47394065493188,No,Arenoso,V2,Alto,Ocasional,6519.39978823115,1
1670,1671,3.6576888576878015,747.3992577817203,19.597983443765845,68.9573935350159,6.8409695147597605,1.1775332400681513,605.9061549972114,146.68105321360244,Si,Arenoso,V1,Bajo,Nunca,7268.780059219045,0
1671,1672,3.4410550461152094,319.7924000955552,17.886161054154126,126.88008224808002,6.856437911510155,3.6946350775592154,569.8583849518171,102.63511305147286,No,Arenoso,V1,Medio,Nunca,6070.869281431886,0
1672,1673,1.8382911121853416,679.9701372560672,21.03062032023816,76.50660874908515,5.4333877685150975,1.400154094494681,388.2477364624193,117.1741714766389,No,Calizo,V1,Medio,Nunca,6954.003101537352,1
1673,1674,2.883474615871212,586.7649069212421,12.240641650660114,67.93241506088447,6.028033117522247,5.726363698798723,408.7265759632088,130.95061936626678,No,Arcilloso,V3,,Ocasional,6862.272839140896,1
1674,1675,1.640544301717625,525.3393796972584,12.476291266494874,227.7335660495416,5.193256029715142,0.5872844816610968,662.2470192108251,116.2178724759167,No,Franco,V2,,Nunca,6567.421811910262,0
1675,1676,9.469522687806853,,13.946045748725023,171.46174390095723,7.094243893550548,6.500295813615753,562.2028125933786,117.177879361275,Si,Arenoso,V2,Medio,Ocasional,6908.127208738598,1
1676,1677,5.4937988528428745,760.907848489306,15.32436422704901,136.54399834088517,5.923348054293146,4.812764364727224,368.5003073178603,136.13148279015388,No,Franco,V2,Bajo,Nunca,7416.579457569044,1
1677,1678,6.001983449779485,525.3624842303947,22.940514280509262,35.23165255079347,6.084117242444453,1.4656595258945715,729.8833259529988,133.78292352946136,No,Franco,V2,,Ocasional,6773.947680634843,1
1678,1679,4.543767356359763,500.4206903001692,20.794618380792564,173.24417784454664,6.287903082982176,5.121148432625883,684.7710884379779,104.50269745416104,No,Franco,V3,Bajo,Nunca,7432.781679166997,0
1679,1680,1.305806832085454,765.3444873159688,15.824189356199138,105.6544879573524,5.686827762317225,3.3267226174372446,997.4697501330076,214.087984984842,Si,Arcilloso,V3,,Nunca,7514.497022272634,1
1680,1681,4.340823231501542,693.5504663576155,14.774942371187594,140.24739968497644,6.300849635578768,0.933837618681212,459.8887044043069,109.49438727340114,Si,Arenoso,V2,Medio,Frecuente,7289.043617862621,0
1681,1682,4.324890392942826,782.3988968097096,18.16785104797252,80.55417272941115,7.2038413653786,6.340012582390259,676.6818522006389,122.13583589261296,No,Franco,V4,Bajo,Ocasional,7515.524236920486,0
1682,1683,5.102578911944798,592.0242401342911,10.764442088190634,172.27092716293268,,1.812787477972282,503.1779426020949,52.2076118760003,No,Arenoso,V3,Medio,Nunca,6850.682861071099,1
1683,1684,1.821225782461816,617.4680801006446,23.546968498722663,120.0447333699819,5.736306725405429,2.767545120441902,466.434252573229,69.32821687215582,Si,Arcilloso,V2,Medio,Nunca,7030.876332853266,0
1684,1685,6.60318321673966,650.489954182037,6.06354454154954,120.4458760306042,6.815924546523016,6.742827119915381,255.34209334213807,120.96561202834616,No,Arenoso,V1,,Frecuente,6749.210944811195,0
1685,1686,1.7787126492928622,572.2734777602531,26.747228178376208,164.81899891016187,6.557805139018897,3.516309354331269,436.0404563549649,108.90336537311184,Si,Arcilloso,V1,Alto,Ocasional,7757.432133451384,0
1686,1687,4.6429372778924325,,9.196083132392983,180.20274518897696,5.163688412316728,2.054720294044263,354.88367907005625,57.25580318356893,No,Franco,V2,Bajo,Nunca,7284.597734760775,1
1687,1688,4.036991530175789,847.0756060797103,15.735978090650557,265.55454318938393,7.865439638359831,0.8490290623103173,613.907295142204,138.8826894859295,Si,Franco,V1,Bajo,Nunca,7691.539306389557,1
1688,1689,2.8847831793098657,639.0232279090161,17.098591104791968,60.14713983112805,6.132705137807941,1.9461560454831612,654.4813025231111,148.75219289003869,No,Calizo,V3,Bajo,Frecuente,6674.274725646734,0
1689,1690,3.0693774330246657,491.4129264693103,17.255789954332915,155.075182349342,5.651605199077356,5.298205387302733,750.1538968077541,137.70053122468374,Si,Franco,V1,Bajo,Nunca,7263.093895079724,0
1690,1691,4.78361490264656,348.5112423872904,22.155020147503446,41.84452968914532,5.706795303252699,3.050516729748276,232.1908241948386,50.88971852632611,Si,Arcilloso,V1,Medio,Nunca,6072.91162898908,0
1691,1692,3.529383502745896,1189.0754938732875,18.62808454440861,123.3882498837552,6.918565311946385,1.4681838928748696,888.3213339387088,202.81723094417657,No,Arenoso,V1,Medio,Ocasional,8465.576261572536,1
1692,1693,3.102333618380378,477.3770058438104,22.24999164200608,70.99523721343405,6.477333730928152,2.613922186856035,1070.130203099057,63.90229378876949,No,Franco,V2,Bajo,Nunca,7208.022537039071,0
1693,1694,3.3811868164158785,505.4814883450687,14.485809930231978,104.01928842628566,5.591522790259752,3.642342336924439,43.41713061964418,113.06559144428556,Si,Franco,V2,Medio,Nunca,6854.675215736579,0
1694,1695,1.875952874539304,539.6019197636114,9.951711761787898,249.09441246884955,5.749830900508992,1.7404767132543573,880.6195315462188,154.72930305071307,No,Franco,V1,,Ocasional,7001.304379307359,0
1695,1696,1.9204229564540196,485.7772223937432,22.560869652527757,30.02392657640923,7.21485004528636,2.3815701112131387,836.8585811814428,110.38364787653636,Si,Franco,V2,Alto,Nunca,6814.035517938395,0
1696,1697,1.543547713802207,805.6270602893517,17.431473453160233,174.5056224104199,6.664653259839287,3.2807115198550973,676.0850934683971,144.61829400535336,Si,Calizo,V4,Alto,Nunca,7882.488919762962,0
1697,1698,2.3801804122665957,692.8240367496902,13.961662422965482,84.71031504034846,6.228098584349758,1.1212647843717696,785.682149689582,129.95968595380415,Si,Arcilloso,V4,Alto,Ocasional,7412.0040950343455,1
1698,1699,1.763256724638955,847.8805859286342,13.643244061970812,91.27837982033785,6.459824652110981,1.6197406937482854,512.96261181447,158.78703993219025,No,Franco,V3,Medio,Ocasional,7371.670072970372,1
1699,1700,7.405221433669021,405.6407171762496,17.288276594821482,321.7354494045067,5.3435184140721805,5.103357019672706,592.3122665634694,96.70405462246492,Si,Arcilloso,V4,Bajo,Nunca,6708.67010237556,0
1700,1701,2.854736636747257,791.1225458740273,11.714282856596672,181.6087874307083,7.115499075146095,3.3831593232835737,96.22004819350305,130.6204884889726,Si,Calizo,V2,,Ocasional,7332.142833655428,1
1701,1702,3.286726598612639,723.7175700353812,27.077892364107303,76.35644688861827,7.261488013462304,2.965532262506318,114.10264669612576,143.19903721338835,No, Franco,V2,Alto,Ocasional,7664.027413434646,0
1702,1703,1.7738778697499558,736.3251452227836,19.65662582027248,143.207131657972,6.5032321939295015,2.04199713187012,446.7920063873568,157.13342159194303,No,Arcilloso,V4,,Ocasional,7523.271622810548,1
1703,1704,1.1246976248614546,588.2444909342672,16.629363801967642,48.4383083246148,6.630522305011269,5.4019209245200495,527.1277806059372,132.2810376676427,No,Franco,V2,Bajo,Nunca,6619.42376801502,0
1704,1705,5.729470001883497,950.4510860088468,18.92411434577917,44.76892103090264,6.564492611023157,2.2929151691523644,431.12656142914057,80.67409402632816,No,Franco,V1,Bajo,Nunca,7873.772150789785,1
1705,1706,2.542969016685257,547.7886165762405,18.042847884882068,107.6125551609048,6.66448661324691,3.596952176778331,698.5763737227761,130.83751625836274,Si,Arenoso,V1,,Ocasional,7068.207872893736,0
1706,1707,1.9571783036541328,201.91933032592263,24.534236905757773,102.2645980815402,6.932428995906055,3.307180933044446,165.43481504593558,140.09532305027332,Si,Arcilloso,V2,Bajo,Nunca,5530.680164230311,0
1707,1708,2.449606037032512,549.5402385569429,11.971834965946831,32.49008855164859,6.371983671739448,1.5290417387011703,355.34023242336656,94.91573330718124,No,Arenoso,V3,,Nunca,6381.479204363311,0
1708,1709,5.003462004756279,542.6856483905218,13.45785606167102,151.0456260403498,7.1769151459746485,3.9552552169041504,235.29777357104783,76.56000472930879,No,Franco,V1,Medio,Nunca,7021.183443893403,0
1709,1710,2.311541413222856,685.4485338552331,22.476172909224964,598.0609901767524,6.691985030911218,3.7287374110835545,423.33989705256806,41.16401773749227,No,Arcilloso,V1,Medio,Nunca,7617.2620241867135,0
1710,1711,6.308917205173271,,14.630984911645838,87.76083279852415,7.273730610088966,3.3704076950036392,438.183543405655,25.33234845609229,No,Franco,V2,,Nunca,6993.716697052548,0
1711,1712,2.2052837953654945,735.4858228644202,22.30667073150028,83.74166944110573,6.879008681959604,2.3671742352786422,623.1033782530141,92.94437505621816,No,Arcilloso,V3,Medio,Nunca,7604.241931790542,1
1712,1713,3.548770516781509,189.52647489891763,18.65255749692568,106.14709000705436,6.35513041762635,0.2678056524176305,360.0018785029714,31.075507833487507,Si,Arcilloso,V2,Alto,Nunca,5603.82508790122,0
1713,1714,1.6737405750596062,724.8362924332794,15.764714580095989,138.32068743295477,7.301450262750761,2.2762323729671103,894.7322768785405,184.68980797924917,No, Franco,V3,Bajo,Nunca,7263.71464003566,0
1714,1715,3.1406226696427324,429.006211615257,16.40243761814129,141.94987757906185,7.936127131214381,1.7813453586840984,542.8198454264738,101.0452913954979,Si,Arcilloso,V1,Bajo,Nunca,6331.951696302573,0
1715,1716,2.009729323857432,513.6483706532372,15.745303503311057,278.10120969900606,5.452951945389091,1.5881597674443078,598.4566333841931,145.03534582092752,No,Franco,V3,Medio,Nunca,6805.347065565446,0
1716,1717,2.7036928493915067,,23.920737213333005,49.90409760892424,6.632434996055142,0.9937864680205866,55.33307765348411,143.28626005458463,No,Franco,V2,Medio,Nunca,7492.659433528263,1
1717,1718,1.849701697783316,334.4869015506921,15.821753670968796,472.98440602505343,6.722486096101446,1.766667667306148,429.5573565739062,152.4975273203717,No,Arenoso,V2,Bajo,Ocasional,6450.397226545506,1
1718,1719,3.9508951622952417,597.055443965572,20.739116997753325,169.92922760778904,6.055889368568754,4.946133115008629,707.2517447518835,163.90458211136712,Si,Arcilloso,V3,Medio,Ocasional,7625.239877372704,1
1719,1720,2.202556326344696,558.7985461708051,12.61980066512265,88.78373087896438,7.414928837859852,2.468243932497191,439.6289468577073,89.25576860924866,No,Franco,V2,Bajo,Nunca,6841.343421921358,1
1720,1721,3.792544625032388,424.99285460611975,14.736009528788207,144.75506818132698,5.491060764046466,0.0526192633941647,318.1655412899709,117.83155550387278,No,Arcilloso,V3,Medio,Nunca,5869.207275615907,0
1721,1722,4.133953911382169,866.196074302598,18.14311561195793,90.16436996985688,6.166345250794322,,0.0,67.62678096167944,No,Franco,V2,Bajo,Nunca,7909.982890071888,1
1722,1723,5.984869610617168,563.1103033029967,16.483624020564097,249.90672489174275,6.247136376201395,1.6319254686375149,294.914420928424,136.27897666615257,Si,Arcilloso,V1,Bajo,Nunca,7088.968362945853,1
1723,1724,2.5222166198374416,495.90555654516174,17.24791979536856,102.64110666239878,6.394796033945992,2.69020637494461,501.0970616023615,104.34274256075471,Si,Franco,V1,Alto,Nunca,6980.48646790623,0
1724,1725,1.8278079738824533,595.8827535537447,25.501423536529547,165.29012358952926,5.905134280595347,3.314407752239411,257.5425867354353,180.08989326155822,Si,Franco,V1,,Ocasional,7510.666416455299,0
1725,1726,5.396048687829138,529.6676865057871,15.315843096472232,107.25124557178606,6.046349476604127,1.4703957532594114,788.875589518803,133.66057108551882,No,Arenoso,V2,Bajo,Nunca,6788.756274456311,0
1726,1727,6.140945366001537,751.7784399671676,11.821939108135384,216.0590647880738,5.041536340188865,4.870936316336887,255.8355804397462,167.69301107939685,Si,Franco,V1,Medio,Ocasional,7265.279203976103,0
1727,1728,2.3159595304369467,677.2542610866063,15.313317241786756,59.88005979927601,6.36675142183997,4.899130815071632,94.77482159424414,94.32721731670044,Si,Calizo,V2,,Nunca,7619.5830533655135,1
1728,1729,3.4351234740623173,454.5919493228776,17.892094580870744,164.04457614013538,6.386410511655072,1.618795724030902,194.6264539473501,47.32723474477116,No,Franco,V3,Bajo,Nunca,6643.272303549946,0
1729,1730,4.009421046426836,579.854820969692,15.31354202442617,57.09097374375675,5.462177803120021,0.7520186146744868,1018.179326552238,142.63502571105474,No,Calizo,V4,Medio,Ocasional,6751.746000434659,0
1730,1731,4.3284109120853405,614.9951761445733,15.39518794189961,43.27196767826392,6.56831018874745,4.028054640711378,469.9006101852585,156.29120444655683,No,Calizo,V2,Bajo,Frecuente,6653.0922088153775,1
1731,1732,1.8957954386124825,624.2191955632118,17.641844092313864,81.74132853090879,6.855283326338039,5.470550549747137,827.9176831306022,28.34569521602907,Si,Franco,V3,Bajo,Nunca,7285.379949389206,0
1732,1733,0.9796036712852574,579.8822743582184,16.946754308806188,92.0087502753586,7.0462447343067645,2.6612705386912614,477.1126570251126,134.91738493636694,Si,Arenoso,V2,Bajo,Ocasional,6824.943954703526,0
1733,1734,2.4030832665388213,384.4962748161265,17.95259324667588,70.97233740508449,6.495561748991451,1.6265636346894232,217.13580148960236,71.80488451322904,Si,Franco,V2,Bajo,Nunca,6452.202984978481,0
1734,1735,1.6795407112077514,635.3170467044961,18.28391457229192,171.64372262143647,5.856002378748759,2.201782946914144,402.03700437023247,107.45236848336008,Si,Arcilloso,V1,Bajo,Ocasional,7290.417889825917,0
1735,1736,0.5123318439894908,575.0750201406703,13.240943232782952,33.860750634693915,5.856988832311641,1.544912603003585,767.5180440556151,59.97688406488881,No,Franco,V3,Medio,Nunca,6444.684866775735,0
1736,1737,2.864809449098085,,14.811862364279786,211.60330665985867,4.461483252895165,2.2630316333395406,520.0672725054856,202.6293613809303,Si,Franco,V2,,Ocasional,6710.976155035569,0
1737,1738,1.3671602163476329,891.215574172081,16.900934736181622,139.39588688831694,5.6992795910301774,0.8988495965730777,143.74905913356042,177.43150258652116,No,Calizo,V1,,Nunca,7938.546189014471,0
1738,1739,3.080595932096506,525.2423098017784,14.748222192457588,173.96179652220445,7.007578844759943,2.91046471162415,520.0740803933321,95.78935997798531,No,Calizo,V1,Medio,Nunca,6440.069272482822,0
1739,1740,2.908499911761205,618.072635669702,18.6073099901523,60.75641969906406,6.264980236775509,6.01909765500091,396.27902138913606,121.04026873479027,No,Arenoso,V3,Alto,Nunca,6913.792381199666,0
1740,1741,0.5873582087784855,557.4792958883652,18.4690250531652,80.1721848628154,6.789197596952128,2.6542062108755515,227.00899956832697,83.79274216091639,No,Franco,V3,,Ocasional,6862.121187745116,0
1741,1742,1.3333488767527493,,20.108672961441705,141.81174323699204,4.751333020552173,1.3671896295047463,0.0,139.20332664561084,No,Arenoso,V1,,Nunca,7070.98214970715,0
1742,1743,9.056688344916443,548.7602037917356,19.58399133313331,285.9170287189407,5.522088911950209,3.877846621315668,589.8704632554542,101.75592428283848,Si,Franco,V2,Medio,Ocasional,7428.586564351744,0
1743,1744,3.683450231596005,359.02876592871627,20.43610198373509,140.38682289007724,5.656203754311845,1.5103070757959407,86.28961470855995,136.7286824219292,Si,Calizo,V1,Bajo,Nunca,6546.345999351821,0
1744,1745,5.198733616842391,,19.270014887724777,124.70589955922613,6.215833346974635,2.7346310275350967,458.5803515209757,143.67834382675278,No, Franco,V2,Alto,Nunca,6939.798633079015,0
1745,1746,6.289483533618154,243.58483213337905,16.634678138918442,71.92052880484451,6.459212666034691,1.7333402337553052,514.6234365958056,146.95966411724257,No,Arcilloso,V4,Medio,Nunca,5350.943396438624,0
1746,1747,1.3334339612740018,536.0024145153347,16.883681687686565,135.55645231336933,6.625202374955432,4.590623510831176,85.39029112402608,127.15038830292616,Si,Franco,V4,Bajo,Nunca,7167.371842024132,0
1747,1748,4.894854590552524,641.6016913234004,16.014492164284068,73.07732354856331,5.461734620346685,1.4279070967671144,707.3078948381847,142.5438881594368,Si,Franco,V3,,Ocasional,7181.457176739215,1
1748,1749,0.9667100194363,813.6610000889195,21.961726617225946,170.96362590230865,7.193981754602503,1.9343092890115865,38.647610585152,90.67628724846978,No,Franco,V3,Medio,Nunca,7908.756840600949,0
1749,1750,2.064523003643269,797.164558795867,19.60284734469708,220.841995710333,7.495656275251645,1.009626203408734,795.0694382523927,141.78825890501014,No,Franco,V2,Bajo,Nunca,7381.863411042624,0
1750,1751,1.799845962509829,776.1313009353113,15.284891769749567,75.14140706321895,6.37888761094493,1.567689162732277,590.0251045761272,122.25565669556896,Si,Arenoso,V2,Bajo,Nunca,7603.421124634062,0
1751,1752,3.503072354245353,768.3660743814512,22.082119643684983,57.860653856598034,7.892887598390418,4.082267196004874,609.1372714530828,102.13008865644204,No,Arcilloso,V3,Alto,Nunca,7335.139571429078,0
1752,1753,2.286151034126135,692.6079407021313,19.820809672341166,125.43214778911288,6.975172331976257,1.2711012238642014,754.2625104061024,104.80190304870928,No,Franco,V1,Bajo,Nunca,7149.350026874216,1
1753,1754,1.8058497988100355,678.0784612694077,16.257942018315664,270.3960464031818,6.9233637841353,1.270534722303124,831.4902486490087,125.81329441023092,No,Franco,V1,,Nunca,7173.236088337034,1
1754,1755,3.433757890461428,620.0326304159342,18.25673388373203,70.24099584035714,6.379565919637592,2.8171119760531584,549.9445461446602,183.32216333617248,Si,Franco,V3,Bajo,Ocasional,7019.172541817955,1
1755,1756,1.2377132625942848,654.7687298742211,25.833160157472904,67.4017358677313,6.515936293408794,1.7508522947234355,202.15438337182397,139.92270551106876,No,Arenoso,V3,Medio,Ocasional,7194.806536218784,1
1756,1757,2.471269031822211,465.4239643741928,16.80833766345225,127.48722945441072,8.310772889870695,2.151526849691865,555.8642538127295,157.8353813749402,No,Arcilloso,V1,Medio,Frecuente,6275.151369858893,1
1757,1758,2.892915859080435,904.7818750304224,17.441865638995996,72.93856267784179,5.576622996518024,1.0991022131848407,895.7834654532134,116.70580718148209,Si,Franco,V1,Bajo,Frecuente,7744.841034026404,1
